Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1743239,A02 Messages failing to trigger,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1743285,launching thick client in Wrexham ED  on MUD desktop,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1743505,Users can't book patients in,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1743747,eNotes Created by ID field,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1743884,Issues with Test DEP config,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1744007,Slowness loading midas images,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1744109,MPI and Omnicell outbound messages queued,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1744138,Symphony live patching,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1744142,Error when opening Symphony,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1744160,Symphony Application Issue,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1744351,Bedford Symphony Test Interop to ICE,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1744873,ODS/GP Update,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1744893,Message Definition Issue,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1745113,Advanced filters,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1745450,No Hospital Number stat,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1745524,MIYA is not receiving any messages from EIE,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1745640,DB0129 Document,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1745691,Users report system freezing/not responding,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1745889,Restart SCR/CPIS/JBOSS thingies,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1746008,Importing lookups,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1746415,export of DSS Allergy and interactions database for import to Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1746541,Remove DOD from Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1746814,batch printing,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1746976,Special Case alert audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1747281,GP Import,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1747422,Triage enotes coming up at Discharge,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1747576,e-audit request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1747791,Symphony user information,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1748017,Messages not going through to pas,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1748482,Patient has been double Booked,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1748800,Add CFG_Locations field to replication,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1748861,patient not showing on report,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1749091,System running slow - Awaiting reinstall,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1749152,EIE/DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1749434,AE Comm Point Down,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1750314,"emis/optum ""restart",Integration & Interfaces,Third-Party Systems,Medium,Service restart request for EMIS/Optum external integration.,No
CS1750415,Query,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1750463,Invalid Parameter: Build - On test DB,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1750837,Pop Up Screens/Stages not working,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1751046,NHS 111 link not working properly,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1751663,Dep Config Locked,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1751767,there are SCR missing for recent patients that have been booked in?,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1751856,error message when building e-audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1752066,RAT Senior Decision maker,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1752468,SCR is not working,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1752565,password reset,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1752832,Slowness,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1754458,Symphony is not loading,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1755879,Audit on test patient,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1756102,undelete YBB-26-000864-1,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1756598,Audit report on patient access not showing all access data,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1756737,DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1756982,Symphony Login Error,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1757047,Breakdown of Manchester Triage,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1757100,Server quarterly patching scheduled for Thurs 26th March at 9am.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1757222,AMAU clinic gone from 1. Naas live last noted friday 20th March,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1757307,Remove Grey Team,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1758621,Connolly -  Messages not processing,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1758641,SSRS and Dashboards,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1759000,Issue with DAD,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1759265,if majax,User Guidance & Training,How-To Request,High,"Case involves operational guidance, clinical scoring setup (MEOWS/MAJAX), or usage assistance.",No
CS1759288,Clinic slots locked,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1759333,Error when logging into DEP config,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1759570,Restart iis/jboss/dad,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1760262,Messages Not Coming Through,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1760401,Batch print - status failed,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1761301,Remove DOD from Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1761472,Issues with Symphony Backup,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1761620,FW: PALS Enquiry PE108578 |,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1761716,Bed manager,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1761802,PAS interface downtime,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1761894,Symphony login screen options,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1762576,SCR not working within Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1763034,Links to STNAS1,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1763154,Alerts flagging incorrectly,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1763173,.Net Framework - 3.5 from Microsoft,Configuration & Administration,System Administration,High,"Case involves server administration, disk space, failover configuration, or background environment setup.",No
CS1763563,latest paed obs and  paed obs table failing to populate summary report in SSRS,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1764246,Error logging into Live Symphony,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1764304,Please send excel spreadsheet of List of PAS Codes for each location,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1764338,Nobody can log in,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1764863,Soft deleted account,Data Management,Data Recovery,High,"Case involves record restoration, deleted data recovery, missing e-docs, or record merging.",No
CS1765094,ODS/GP Update,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1765328,Patient Record Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1765749,Patient Record Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1766802,symphony locations,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1766817,BRM grey team,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1767196,Issue when Applying Midas Alert,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1767365,Restart SCR,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1767719,ECDS Failed,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1767760,Postcoder not working,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1768313,Replication issue,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1768322,GP Connect not working,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1768476,Staff Audit Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1768597,DAD Restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1768680,Replication issue,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1768975,Unsupported DLL,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1769148,Adding a new drug to drug name list lookup not appearing in application,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1769590,restart jboss/iis/dad,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1770072,OOH - HOSTED _ OPS Live DAD SERVER ALERT,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1770090,All reports not showing correct data,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1770119,Access to UAT for developers,Data Management,Data Correction,High,"Case involves database scripts, data corrections, record timestamp fixes, or duplicate text clean-up.",No
CS1770217,Error message displayed when trying to download Midas document,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1770574,SCR is not working in Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1771038,invalid DOB error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1771391,Change Tracking has been turned off on Reporting db,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1771506,NHS 111 Integration - Schedules within Symphony,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1771668,Clinic attendance header contains incorrect condition,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1771829,Patient incorrectly set as Deceased.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1771981,Possible Deletion of Attendance on incorrect patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1772228,PAS interface has stopped - St. Columcille's hospital.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1772326,Access the Live SQL Server,Data Management,Data Correction,High,"Case involves database scripts, data corrections, record timestamp fixes, or duplicate text clean-up.",No
CS1772471,patient level e-docs system message to all users trying to open,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1772488,Radiology order not sent as expected,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1772624,Access to STC Reports Replicated DB,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1772631,Symphony test outputting unescaped ampersand in Hl7,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1772633,Investigations and Treatment new DEPs,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1772837,Patient not Discharged,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1773736,Symphony postcode error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1774139,Omnicell cabinet not displaying patient details,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1774225,Teddy Flags not present,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1774330,Symphont running slow,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1774480,Remove incorrect Attendance,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1774527,Bed Manager tracking grid,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1774575,"looking at a server emisweb1 , we would like to decommission but need confirm...",Workflow & Process,Approval Management,High,"Case involves approval tasks, approver routing, or approval delays.",No
CS1774644,Symphony postcode error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1774860,Issue with patients appearing as RIP on symphony,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1775341,AD login,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1775409,e-docs missing,Data Management,Data Recovery,High,"Case involves record restoration, deleted data recovery, missing e-docs, or record merging.",No
CS1775543,ECDS,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1775698,Audit for BDGH-25-046633-1,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1775722,ECDS failed,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1775750,Batch printing error,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1775777,User list,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1775902,System Backup,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1775945,Access to diagnosis audit code spreadsheet,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1776299,Unable to MIDAS due to error,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1776534,Address change - 7745704,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1776914,Symphony DBA Tunning Questions,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1776982,Remove DOD from Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1777027,URGENT - SYMPHONY DOWN ACROSS SITE,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1777339,STAS820 disk space,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1777353,DAD messages queueing for Omnicell feeds and MPI outbound,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1777356,Messages from Test EIE are not going out,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1777698,BRM - Weekly SQL Scheduled Job Amendment,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1778141,Test Database,Configuration & Administration,System Administration,High,"Case involves server administration, disk space, failover configuration, or background environment setup.",No
CS1778306,DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1778346,edocs query,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1778441,NGH batch printing,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1778526,Query,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1778554,EIE Feed for Acceptance,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1778604,Patients with duplicate MRNs,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1778677,SSRS platform,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1778808,Audit data request for specified patients between time period provided,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1778993,Error when trying to merge patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1779275,'Finish' button greyed out on multiple DEPs,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1779345,CPIS Failed(JBOSS),Notifications & Communications,Alerts,High,Case relates to system alert configuration or missing automated alerts.,No
CS1779403,RDS numlock issue,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1779483,Patient information not coming through from NHS 111; see CS1751046,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1779897,Dash board,Reporting & Analytics,Dashboard,High,"Case involves dashboard configuration, metrics display, or dashboard access.",No
CS1780079,DOD needs adding to Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1780229,Error on TIE,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1780833,Audit 26-03,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1781225,QAS - address search and postcode is not working for Bedford Symphony Live,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1781276,Patient Record Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1781289,Patient Record Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1781743,Urgent - Audit on staff member for an investigation,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1781953,Error message when trying to scan documents to a patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1781968,DAD stopped working,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1782179,Installer Broken,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1782464,Domestic abuse audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1782465,Dad Restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1782479,Need DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1783146,User deleted AE Episode - ED-26-040592-1,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1783560,Password complexity special character,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1783796,TEST DAD Configuration,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1783808,Test DB (EMIS_SYM_AB_DEV_130526) showing offline,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1784509,Restart of Symphony DAD required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1784536,Blank pages when scanning,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1784855,GP Surgeries Not Pulling From WPAS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1785266,Slow performance issues across sites and difficulty with log on,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1786089,Symphony reporting not feeding through Eye Casualty data,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1786176,No data from Symphony Luton in the data warehouse,Integration & Interfaces,Data Exchange,High,"Case involves structured data exchange, data warehouse extraction, or import/export loading.",No
CS1786243,DAD Message delays from locked records and occasional ntdll errors.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1786278,Our DAD has gone down,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1786356,Cannot launch ICE from menu,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1786626,Messages were queuing specifically 02,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1786732,Bedford - Symphony scorecard is not updating,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1787132,CS1786176 - Urgent: No data from Symphony Luton to SSRS,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1787155,Patient With MRN 88389 Not Appearing On Symphony EDIS,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1787187,DAD was restarted internally last night,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1787222,DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1787355,Deceased Account,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1787381,print template editor opd referral letter,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1787666,A08 need clearing,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1787952,Issues Bassetlaw Ambulatory Care booking in patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1788869,An increase in Eye Casualty discharges not sending,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
