Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1781346,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1781372,ROQ and ROL levels,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1781382,Processing through Omnicell,Configuration & Administration,System Administration,Medium,Matched token 'setting' among multiple possible matches.,No
CS1781398,Users initials pushing label out of range,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1781463,Pharmacy EIE interface not working,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1781476,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1781482,Remove order from EDI,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1781487,regarding: CS1749470 locked out in multiple records at once,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1781572,STUCK INVOICES,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1781621,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1781657,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1781718,Cant update an address or cost centre on a supplier profile,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1781796,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1782000,Dose recording not available,Performance & Availability,Availability,Medium,Matched token 'not available' among multiple possible matches.,No
CS1782185,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1782188,Locked Patient Record,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1782204,Nurse locked in dose,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1782235,Dropped communication with Pyxis,Integration & Interfaces,Third-Party Systems,Medium,Matched token 'pic' among multiple possible matches.,No
CS1782243,Contacts,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1782245,WAM Depot clinic,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1782392,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1782462,Users unable to login,Access & Security,Authentication,High,Matched token 'login' in text.,No
CS1782476,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1782482,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1782619,Robot Accessess when dispensing,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1782646,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1782734,Nurse supply request is down,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1782797,Location Codes,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1782813,Stock being issued for ADE198B is not updating the stock levels in ascribe,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1782911,Robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1783016,Remove supplier from GENFIN exclusion list,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1783043,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1783060,New patients now showing in the correct location,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1783082,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1783152,Please see CS1773310,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1783179,Introduce EDI invoicing,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1783436,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1783472,asset number 81672 doesn't look as though its connected to the robot,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1783754,"Drug Product Errors on Drugfiles for Selinexor KWP333N, KWP333M and KWP333I",Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1783899,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1783910,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1784151,Manuals,Access & Security,Audit & Compliance,High,Matched token 'audit' in text.,No
CS1784173,Editing Yesterdays Price Difference Report,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1784208,Delete Old invoices,Data Management,Data Recovery,Medium,Matched token 'deleted' among multiple possible matches.,No
CS1784298,Nurse supply down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1784335,"Trying to order stock, when user goes to EDI screen after selecting suppliers name, user gets an error",Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1784354,ActiveX Error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1784406,Pt merge,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1784524,Remove GENFIN supplier from exclusion list,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1784561,NHS number to be removed,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1784649,Editor- eMM Lookups,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1784704,Add PC to rowa interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1784714,Pharmacy stock control page locked - Query,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1784821,Editing Patient Episode,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1785031,Unable to administer meds due to dose scheduler error,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1785072,Patient Merge Error,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1785326,LIVE 10.23 - Delay and Stuck at Dispensing Screen,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1785585,the log files on PLYM392 are filling up,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1785591,Pharmacy User Guides,Notifications & Communications,Email,High,Matched token 'email' in text.,No
CS1785724,robot interface,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1785754,https://mpft-epma-rsp11.mpft.nhs.uk/reports/report/EHSC%20-%20ePMA%20Reports/Rep,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1785797,Unable to release invoices electronically,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1785867,EPMA TEST - Reboot PAS-EPMA Interface,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1785884,query interface from uhnm careflow to ascribe for allergys,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1786025,Location of stock on wards,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1786029,Contextual link not working,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1786105,Red Dot,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1786110,Penicillin/Penicillamine report,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1786124,Security reports,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1786158,Reports of slow performance,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1786173,permissions removed,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1786220,Item currently on stock take but no stock take can be found.,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1786403,Unable to administer drugs again due to dose scheduler,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1786426,error message when using user details & roles,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1786468,Emis is Down,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1786661,Request to Amend Incorrect Item Price – OLAPARIB 100mg Tablets,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1786713,Patient merge,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1786739,Error when attempting patient merge,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1786761,error message on VTE assessments,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1786776,Sever maintenance,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1786921,Exception report query,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1786930,A PT has an order that has been cancelled but it still apperas on worklist.,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1786970,Routine error when attempting to load eMM Problem List,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1787101,N357322 - incorrect patient link,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1787106,STOCKTAKE still not bringing up all items,Configuration & Administration,System Administration,High,Matched token 'setting' in text.,No
CS1787116,business continuity,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1787202,"Can't connect - ""An error has occured""",Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1787203,WE are unable to access Standalone. All users are receiving 'Incorrect Username or Password'.,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1787316,Nurse supply request,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1787387,Annual Use,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1787475,Invoices cleared on Emis but not reached Oracle on the down load,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1787681,lost patient after merge,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1787734,Spelling error,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1787773,LIVE 10.23 - Stuck Orders Remaining in Limbo - Can't Remove,Data Management,Data Correction,Medium,Matched token 'incorrect data' among multiple possible matches.,No
CS1787788,event engine failure,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1788041,BC Machine B8-RWH00002 not syncing,Performance & Availability,Performance,High,Matched token 'slow' in text.,No
CS1788071,Request timeout when loading drug chart,Performance & Availability,Performance,Medium,Matched token 'timeout' among multiple possible matches.,No
CS1788108,Application Error when loading drug chart,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1788158,Remove supplier from GENFIN exclusion list,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1788232,System Alerts – Change of Recipient,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1788381,Unable to dispense,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1788427,Merge patient,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1788770,System Admin Locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1788779,Nurse Supply down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1788919,Patients disappearing when attempting to merge,Performance & Availability,Performance,Medium,Matched token 'unrespons' among multiple possible matches.,No
CS1789113,Cyber alert CC-4778,Configuration & Administration,System Administration,Medium,Matched token 'patch' among multiple possible matches.,No
CS1789227,End of Period Calculations,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1789299,Problems Adding Prescriptions,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1789457,Advise needed around Administration times,Access & Security,Audit & Compliance,High,Matched token 'audit' in text.,No
CS1789486,Cleaning up a patients record,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1789531,EDI report will not release to power gate,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1789544,Is it possible to add an option to dispense new product as capsules,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1789647,Record merge error.,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1789658,STAT doses - PMR - Dispensing History,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1789861,unable to open test enviroment,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1789916,Patient merge in EMIS please,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1790098,Nurse supply request down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1790435,emailed critical alert from event engine,Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1790601,Event engine critical failures -,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1790603,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1790709,Locked Medication-,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1790808,Add for Robot Interaction,Integration & Interfaces,Third-Party Systems,Medium,Matched token 'robot' among multiple possible matches.,No
CS1790824,Patient are not showing in EPMA,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1790902,Adding a terminal on the database,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1791025,robot interface,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1791029,Loss of connection to ROWA and Runtime errors,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1791153,DSS definition not working,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1791246,Prescription Locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1791294,Ascribe live system not working,Configuration & Administration,Configuration Change,High,Matched token 'config' in text.,No
CS1791339,Removal of stat dose,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1791406,Prescribing report,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1791482,HL7 message,Configuration & Administration,Configuration Change,Medium,Matched token 'config' among multiple possible matches.,No
CS1791710,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1791856,Lithium carbonate for patient locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1792030,Stock Turn V2,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1792138,Losses and Gains not appearing as a ward,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1792379,Daily chceks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1792460,Missing episode form PT that has been merged repeatedly by NLaG and Optum,Data Management,Data Correction,High,Matched token 'duplicate' in text.,No
CS1792556,Freetext on the eMM interventions desktop,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1792559,Free text prescription on the eMM interventions desktop,Configuration & Administration,System Administration,High,Matched token 'patch' in text.,No
CS1792690,Prescription for lorazepam is stuck on drug chart,Workflow & Process,Workflow Issue,High,Matched token 'stuck' in text.,No
CS1792821,Lost Patient Records,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1792841,Penicillamine allergy in EPMA,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1792900,Supplier NEWCA set to E for EDI orders. Need to change to P so the EDI file,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1793032,invoices stuck in exception,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1793053,New cost centre,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1793095,Consultant not printing on the paperwork,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1793157,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1793221,Patient Record Saying Someone else is using the record,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1793435,More patient merges,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1793588,Terminal location is invalid,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1793648,label description amendment not saving on zyc601x,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1793674,LIVE 10.23 - Crashing System across the Sites When Dispensing,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1793751,Upgrade to Windows 11 for standalone software,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1793772,Old Invoices for Haywood be removed,Data Management,Data Recovery,Medium,Matched token 'deleted' among multiple possible matches.,No
CS1793816,New Terminal,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1793834,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1793839,decommission training,Notifications & Communications,Alerts,Medium,Matched token 'alert' among multiple possible matches.,No
CS1793867,urgent please undelete a PT S463787 episode 2026L1918611,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1793953,Suspended prescription locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1794032,BC Machines not loading reports.,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1794043,Error when user attempting to log in,Access & Security,User Access,Medium,Matched token 'permission' among multiple possible matches.,No
CS1794054,Discharge tracker (pharmacy),Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1794118,EPMA Issue - Patient Locked when trying to order to pharmacy,Integration & Interfaces,Third-Party Systems,High,Matched token 'bd' in text.,No
CS1794206,Repeat Dispensing batch data drop-out,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1794257,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1794259,Drug Admin full run failed,Notifications & Communications,Alerts,High,Matched token 'alert' in text.,No
CS1794269,Stop Dose Creation for Closed Episode,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1794270,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1794271,Drug Admin full run failed,Notifications & Communications,Alerts,High,Matched token 'alert' in text.,No
CS1794273,Blank window when trying to print,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1794289,New Terminal,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1794396,Add a supplementary chart dose sentence,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1794582,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1794605,CS1709049 + CS1776932,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1794650,Fw: disable print coding slips,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1794767,Patient merged now not showing on the system.,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1795110,Ward Stock Interface,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1795124,Sticky Note Issue,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1795125,Sticky Note Issue,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1795130,Can't find Tocilizumab Worksheet TCH199M,Data Management,Data Recovery,Medium,Matched token 'deleted' among multiple possible matches.,No
CS1795144,Sticky Note Issue,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1795211,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1795291,picking ticket printing issues,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1795307,Patient merge,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1795471,Remove supplier from GENFIN exclusion list,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1795527,Nurse supply down,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1795537,Nurse supply down,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1795605,File Format Not Valid on Pharmacy Contract Upload Editor,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1795627,'Recording Unavailble' - Full Run already done,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1795652,additional patient address credentials linked to case number CS1742221,Integration & Interfaces,Third-Party Systems,High,Matched token 'pic' in text.,No
CS1795674,Daridorexant drug file - correction required,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1795704,Error message Halt in SendEDIOrder with error 76,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1795707,ascribe went off,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1795750,Report Building,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1795793,missing supplementary order,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1795866,EDI orders not sending,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1795921,Standalone Error,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1795956,"LIVE 10.23 - Item Deleted from Order, Who Deleted It Audit",Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1795983,Expired Items Task Failure on Event Engine,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1795995,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1796215,warning contents variance between stock holdings,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1796316,Low disk space L:/ disk space alert for SRVESQL80,Notifications & Communications,Alerts,Medium,Matched token 'alert' among multiple possible matches.,No
CS1796325,Connecting to Different Environments,Service Requests,New Request,Medium,Matched token 'request' among multiple possible matches.,No
CS1796501,Re: CS1792690 - Patient is stuck in clinical checking,Workflow & Process,Workflow Issue,High,Matched token 'stuck' in text.,No
CS1796530,Locked Dose,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1796593,New Terminal,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1796673,Daily checks,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1796746,We have two new machines for Standalone/Business continuity,Configuration & Administration,System Administration,Medium,Matched token 'setting' among multiple possible matches.,No
CS1796772,Picking Ticket printing over 2 pages for 2 requests.,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1796840,Stat dose stuck on drug chart,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1796956,Unable to print patient drug charts on EPMA,Configuration & Administration,Configuration Change,High,Matched token 'config' in text.,No
CS1797045,Stat dose stuck on drug chart,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1797224,Emis/Omnicell connectivity,Integration & Interfaces,Third-Party Systems,High,Matched token 'omnicell' in text.,No
CS1797252,EMIS to EPMA Outbound connection,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1797254,Patient merge issue,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1797296,Emis is Down,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1797310,Help with Access to Standalone TPN System,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1797340,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1797394,BC Machine out of SYNC,Performance & Availability,Availability,Medium,Matched token 'outage' among multiple possible matches.,No
CS1797425,Picking Tickets,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1797502,Nurse supply down,Performance & Availability,Availability,High,Matched token 'down' in text.,No
CS1797535,Unable to override lock,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1797596,BC Machines not loading reports 2,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1797641,Im contacting about ODS Code:FXM81,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1797649,Unable to override lock,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1797651,Re: patient demoghraphics,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1797671,Repeat Medication Prescription Slip Query,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1797704,Nurse supply request down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1797714,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1797739,Daily checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1797800,Mulitple labels,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1797868,returning blanks,Reporting & Analytics,Reporting,High,Matched token 'report' in text.,No
CS1797911,Dispensary error when booking items out,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1797966,LIVE 10.23 - Users locked out when Printing Ward Boxes,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1798176,HL7 message stuck,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1798286,Incorrect Patients Merged,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1798287,Error when merging records,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1798295,Another error when merging records,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1798315,Error 75 when try to dispense,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1798484,Berkshire Checks 15/05/26,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1798485,Berkshire Checks 16/05/26,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1798533,Episode information different on Nervecentre to EMIS pharmacy,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1798550,Unable to administer medication due to lock,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1798628,system running very slow,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1798857,Regular Error Message,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1798870,Patients not showing on wards,Workflow & Process,Workflow Issue,High,Matched token 'stuck' in text.,No
CS1798919,Nurse supply request down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1799115,ADT feed from the engine to Ascribe is currently not working,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1799132,Optum - EPMA weekly vulnerability report,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1799150,EPMA Patient ready for discharge button not appearing,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1799208,Adding a terminal onto the database,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1799425,Problems with ad hoc issuing,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1799436,HAP Location,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1799517,new asset number,Integration & Interfaces,Third-Party Systems,High,Matched token 'robot' in text.,No
CS1799552,Reset password,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1799554,Messages,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1799611,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
