Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1751682,Folder Size at 900GB,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1751838,tQuest TIE not working,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1752055,Duplicate interchange issue question,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1752332,Unusual DTS error,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1752365,The patient’s current GP practice is not updating in Review.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1752370,Keystone,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1753981,St Georges TQuest down for all GP's,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1754081,EMIS - REVIEW,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1754354,Report sent to GP Multiple Times,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1754580,GP surgeries not receiving pathology or radiology reports,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1754590,Status - no acknowledgement status for FMCs.,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1754703,Incorrect Report Titles Displayed,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1756162,Multiple Processing of 1 ECDS Delete file,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1756422,Error on Keystone,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1756642,Programmatic Error on Pathology Message,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1756676,Radiology reports not going to Keystone,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1757248,Error on Keysone Tracker,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1757953,Extract of Protocols,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1758052,Test ECDS file,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1758162,No notifications received,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1758180,8000+ reports stuck in  'sending' status and 9000+ in 'sent' status,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1758257,.net framework 3.4,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1758385,Review unavailable -review page is not loading from 11:18 -26/03/2026,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1758543,results taking several minutes to open,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1758700,ECDS \ CDS Sender ID,Integration & Interfaces,Third-Party Systems,High,ECDS / CDS sender ID configuration for national reporting feed.,No
CS1759374,No record of result message in Keystone,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1759380,Request to extract the data in pdf format,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1759477,GP Practice query,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1760146,Mailbox issue:  results not going back to requester,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1760417,Not validated exceptions,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1760418,Failure due to invalid characters in the report,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1760421,Radiology Report Not Validated,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1760503,No Order Request coming through  for a user on Tquest snice Saturday.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1760672,review live server review01web-p2 is down time 12:50 noon,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1760694,NPE Keystone not processing,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1761590,All documents going to the GP are stuck on keystone for the past two hours an...,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1761618,flat files,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1761706,Review not sending results,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1761783,tQuest Database Extract,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1762207,Urgent Issue with messages leaving Keystone,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1762410,Patient phone number on tQuest request form generated in EMIS Web,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1762664,Programmatic Error,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1762852,Results not releasing from Keystone and random date change,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1763102,A number of historic imaging exams are unexpectedly appearing on the ED2 Review,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1763624,Read Codes extract,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1763726,CDS file failing with errors recorded,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1763856,case CS1739401,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1763918,Keystone logs out when tracker used.,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1764380,Unable to connect Bitvise SSH client to transfer the CDS files,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1764633,keystone is showing pending skipped files all day from 13:30 to 16:30,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1764893,CDS 020-OP error,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1765082,Clinical documents Not validated status GP delivery failed,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1765931,Patching of Keystones and BH Review is taking place overnight this Thursday,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1766090,TRANSLATION FAILED: RAX - Kingston Hospital NHS Trust (RAX00) CDS Extract: ecds3,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1766196,Re: Optum- Tquest Radiology St Georges,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1766503,pathology result with sent status not acknowledged for months,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1766779,Keystone is showing skipped shedules.,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1767429,Messages getting blocked and queuing in TIE no response until suspended,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1767925,Keystone server reboot by server team today,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1768105,PCN using EMIS Enterprise wanting to set up tQuest,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1768268,Not Validated Status,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1768766,Server (sv-pr-tqapp02) showing error in event viewer,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1769098,UAT2 File Level Error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1769585,muliple users stating when making a test request a SQL an error is showing .,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1770086,D:\ export\LIMS folder contains >1 million files.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1770098,Review not transmitting/receiving Pathology & Radiology results.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1770529,FW: TRANSLATION FAILED: ECDS - RVR - Epsom and St Helier (RVR00) CDS Extract:...,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1770592,tQuest Interface is erroring which is stopping the request from flowing.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1771191,we have a CDS Translation Failure but don't undersand the missing data item.,Data Management,Data Quality,High,"Case relates to poor data quality, missing record fields, or data mismatches.",No
CS1771211,File Level error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1771344,"500 error on TQuest, urgent suppport required",Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1771392,Netting use and access,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1771452,Keystone issues: reports stuck in sent / sending,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1772065,No response email (+ duplicate files sent to SUS),Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1772659,Reports resent,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1773529,EMIS translation emails not receiving,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1774215,Radiology are having problems with order communications via T-quest,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1774466,Change notification Lilie 9.1.1 (onsite) to 9.1.1 (Hosted) service,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1774540,Removing requesting permissions but leave access to reports,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1774776,Large files are taking a long time to process.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1774920,scripx error - invalid URL to the custom Print Template or no MeadCo Triprint,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1775165,RE: Tynemouth Medical Practice not receiving Radiology reports,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1775241,print form default setting not  pointing at CSL,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1775456,Missing orders: Queue,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1775552,T- Quest problem,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1775691,Patient merge required,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1776455,Unable to upload files,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1776593,Keystone System - Error message 'unable to find carriage return',Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1776940,"Error message in monitor, 115 reports not acknowledged",Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1776945,Middlename field for tQuest,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1777078,tQuest scriptX renewal.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1777594,Authentication List for GP under tQuest Kingston,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1777797,issues with interchange,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1777814,Case linked to CS1416226,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1778168,tquest assitence,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1778173,Tquest printing pop up,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1778181,Tquest Systm1,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1778234,Unable to request without certain catalougues,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1778349,410 reports from yesterday stuck in sent (multiple locations),Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1778461,tquest St georges,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1778672,ECDS not processing,Integration & Interfaces,Data Exchange,High,"Case involves structured data exchange, data warehouse extraction, or import/export loading.",No
CS1779581,Trying to automate ECDS submission using batch file,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1780433,Review Merging patients ids automatically,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1780544,CDS files not being collected from Bitvise,Case Administration,Closure Management,Medium,"Case relates to ticket administration, duplicate handling, or closure.",No
CS1780567,Scriptx updated to 8+,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1780787,Keystone Certificates about to expire,Access & Security,Authentication,High,SSL / TLS security certificate expiration for Keystone application.,No
CS1781006,Radiology Not Sent to GP Practices,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1781762,Outpatient CDS failing from last Two weeks,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1782339,OP/IP-  PERSON GROUP (CARE PROFESSIONAL) field,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1782348,ScriptX Version,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1782821,Urgent: Lilie–TQuest integration issue causing system hangs at 10HB,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1782910,Organisation not receiving reports,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1782951,OCS_LIMS_limit scheduled task not triggering,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1783077,Communication Error on Keystone,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1783539,Unable to access Keystone,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1783786,Patient number change,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1784062,Multiple ECDS file submissions,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1784157,Migration of Bitwise to new server,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1784619,tQuest LIMS order comms interface down,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1784636,SUS Import not showing,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1784645,Schedules Skipping,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1784760,BCFHVM20-16 is running low on disk space,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1784794,No response emails for submissions,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1785067,Interchange Failure - Station View Health Centre,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1785117,Housekeeper - Archive directory,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1785171,Users unable to log in,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1785242,Keystone issues: processing delays; multiple duplicates; DPM restart,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1785277,APC CDS Failure,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1785598,A number of errors in Keystone resulting in files stuck in suspect,Workflow & Process,Assignment,High,"Case involves task queue routing, checkout zone assignments, or ownership rules.",No
CS1785613,Several of our OP files failed translation,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1785761,CDS Translations Emails,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1786660,Request Delayed by 2 Years,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1787065,Cannot log on to Bitvise,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1787074,My Bitvise software has stopped working this afternoon.,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1787919,GP's unable to request Path orders and View Results,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1788368,DTS error,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1788377,Review,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1788673,ECDS arrival email dups,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1790076,Tquest authenication,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1790547,ERCP,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1790733,Templates Changes,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1790935,Users on 2 practice unable to use EMIS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1791040,Keystone - Slow Sending results to GP practices.  Pathology received some calls,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1791259,Missing biochem report for patient id 0729392,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1791307,i4Mac - Indigo4,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1792166,Compatibility of the Bitvise Client Software with Newer Versions of Windows Serv,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1792592,Snomed CT,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1792768,please remove the warning message from Tquest asking user to contact optum suppo,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1793218,Radiology status upload,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1793551,Test Keystone not transmitting messages - impacting NHSCSP CSMS testing today,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1793978,Export of tQuest Data - Protocols/Questions,Case Administration,Closure Management,Medium,"Case relates to ticket administration, duplicate handling, or closure.",No
CS1794144,GP Surgeries not receiving results,Integration & Interfaces,Integration Failure,High,GP surgery lab result outbound messaging dispatch failure.,No
CS1794296,Remove hospital id from incorrect patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1794787,10:30 pathology run stuck as sending,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1794864,Fw: Case CS1794144 comments added,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1794882,Keystone report not populating,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1795401,Keystone Not Processing,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1795654,NPE tQuest not sending requests to the TIE,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1795803,Log Files filling disk Space,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1796042,Need URL link for Keystone UAT,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1796123,Duplicate Interchange IDs preventing reports being acknowledged,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1796277,tQuest orders missing and not being received on Soliton,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1796479,ADT feed,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1796960,Incorrect primary ID,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1797526,The clinical details when entered by the doctor on t-quest  is not transferring,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1797757,Pathology & Radiology Last DPM Reset 15/06/2026 07:40:23,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1797987,ECDSv4,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1798063,Bitvise connection issue,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1798215,*URGENT* - 10:30 Run did not send,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1798318,Extract of clinicians and their local codes,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1798973,CrowdStrike Falcon possibly causing 1705 errors due to file locks?,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1799185,Quantiferon – TB Gold Plus result is being ‘code matched’  to incorrect test,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1799248,Patient Merge,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1800153,No confirmation from files submitted for CDS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1800598,Curiosity on setting up question in test tQuest,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1800653,GPs not receiving interchanges,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1800774,Protocols and Questions HL7,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1800951,patient address comes up differently,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1801275,Keystone not sending HSL results,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1801438,Old number showing on their Tquest form,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1802278,E:\ Drive on server N-REV-LVW-APP01 is filling up,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1802298,Pathology Orders from tQuest down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1802343,Message Failures reporting for Trust BI : AD groups and database info required.,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1802899,Keystone issue,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1803054,Clinical Details with illegal characters not being changed,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1803143,Unable to connect Bitvise SSH client to transfer the CDS files,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1803808,Keystoones log to review activity,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1803816,User would like to establish a GP test site for a new order comms solution fo...,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
